['additions'],['closedAt'],['createdAt'],['deletions'],['merged'],['mergedAt'],['paticipants'],['publishedAt'],['title']
1,2012-3/29,2012-2/29,3,False,,2,2012-2/29,Remove note on singleton scoped proxy raising BCE
3,2012-3/1,2012-3/1,3,False,,2,2012-3/1,Fixed typos in documentation
2,2012-3/1,2012-3/1,2,False,,2,2012-3/1,Fix MultipartResolver javadoc implementation refs
2,2012-3/2,2012-3/2,2,True,2012-3/2,2,2012-3/2,Fix MultipartResolver javadoc implementation refs
29,2012-5/3,2012-3/3,4,False,,2,2012-3/3,Fix SpEL JavaBean compliance
15,2012-3/4,2012-3/4,7,True,2012-3/4,2,2012-3/4,Generate bracketless tag id in FreeMarker forms
171,2012-3/5,2012-3/5,81,False,,3,2012-3/5,Suggested Implementation for SPR-9202
271,2012-5/5,2012-3/5,3,False,,2,2012-3/5,Suggested Implementation for SPR-9202
69,2012-5/5,2012-3/5,6,False,,2,2012-3/5,Enable SpEL to support array refs in T() construct
11767,2012-5/7,2012-3/7,2009,False,,2,2012-3/7,Added BigDecimal capabilities to SpEl numeric operators
1,2012-3/8,2012-3/8,1,False,,2,2012-3/8,fixed wrong @linkplain command in Javadoc
120,2012-5/9,2012-3/9,15,False,,3,2012-3/9,SPR-9216 - Add support for 301 redirects using UrlBasedViewResolver prefixes
10,2012-5/13,2012-3/13,1,False,,2,2012-3/13,Fix constant name lookup for null name prefix
35,2012-3/14,2012-3/14,2,False,,3,2012-3/14,Have JiBX unmarshal using configured encoding
3,2012-5/20,2012-3/20,3,False,,4,2012-3/20,Fix JibxMarshallerTests failing on Windows
4,2012-5/22,2012-3/22,0,False,,2,2012-3/22,Added note that TypeConverters are not thread-safe.
30,2012-4/30,2012-3/30,24,True,2012-4/30,2,2012-3/30,Fix for slf4j dependency issue
776,2012-5/3,2012-4/3,2,False,,4,2012-4/3,Add abstract WebApplicationInitializers
80,2012-5/3,2012-4/3,3,False,,2,2012-4/3,Avoid monitor contention inside MethodParameter.getParameterAnnotations()
7,2012-5/9,2012-4/9,1,False,,2,2012-4/9,NPE in AutowiredAnnotationBeanPostProcessor
6,2012-5/13,2012-4/13,1,False,,2,2012-4/13,Fix for SPR-9323 (NPE in WebSphere) 
20,2012-5/16,2012-4/16,2,False,,2,2012-4/16,Quick fix for SPR-9176
5,2012-4/16,2012-4/16,1,True,2012-4/16,2,2012-4/16,Fix transitive dependency issue with slf4j-api
203,2012-4/17,2012-4/17,135,False,,4,2012-4/17,3.1.x
2249,2012-4/18,2012-4/18,355,True,2012-4/18,1,2012-4/18,Initial cut of Servlet 3.0 based async support
4,2012-5/20,2012-4/20,4,False,,3,2012-4/20,Update WebMvcConfigurationSupport.java
2,2012-5/28,2012-4/28,2,False,,2,2012-4/28,3.1.x
267,2012-5/2,2012-5/2,0,False,,3,2012-5/2,Add a factory class for handler interceptors
889,2012-5/4,2012-5/4,358,True,2012-5/4,1,2012-5/4,HanderInterceptor and OSIV async request changes
140,2012-5/5,2012-5/5,0,False,,2,2012-5/5,ClasspathResourceBundleMessageSource to load resources files from the classpath
85,2012-5/6,2012-5/6,8,False,,3,2012-5/6,ability to set handler interceptors by url-path
971,2012-5/9,2012-5/9,167,True,2012-5/9,1,2012-5/9,Add Jackson 2 HttpMessageConverter and View
46,2012-5/12,2012-5/12,46,True,2012-5/12,2,2012-5/12,Fix typos in Reference Documentation
2386,2012-5/14,2012-5/14,2231,False,,2,2012-5/14,SPR-9405 - Add JdbcTemplate parameter and result logging
86,2012-5/15,2012-5/15,86,False,,2,2012-5/15,SPR-9346 - Fixed section ids in reference documentation.
428,2013-11/15,2012-5/15,63,False,,5,2012-5/15,SPR-9164 - Added BigDecimal capabilities to SpEl numeric operators
22,2012-5/16,2012-5/16,5,False,,2,2012-5/16,Fix annotation search ending too early
2,2014-4/19,2012-5/19,1,False,,3,2012-5/19,Add URL and method name in ResourceAccessException
13199,2013-10/21,2012-5/21,13296,False,,2,2012-5/21,Fix compiler warnings
126,2021-12/25,2012-5/25,3,False,,7,2012-5/25,Passing lookup-method args to bean constructor
52,2012-11/26,2012-5/26,43,False,,3,2012-5/26,Bugfix for https://jira.springsource.org/browse/SPR-9445
98,2012-6/31,2012-5/31,14,True,2012-6/31,4,2012-5/31,HttpClientErrorException should provide access to response headers
39,2012-6/4,2012-6/4,13,False,,2,2012-6/4,DatabasePopulatorUtils now uses synchronized connection
491,2012-6/5,2012-6/5,0,False,,3,2012-6/5,Initial implementation of JacksonObjectMapperBeanFactory (SPR-9125)
311,2012-6/5,2012-6/5,0,False,,3,2012-6/5,Initial implementation of EasyMockBeanFactory (SPR-9130)
187,2012-8/9,2012-6/9,5,False,,2,2012-6/9,Deprecate SimpleJdbcTestUtils in favor of JdbcTestUtils
2,2012-6/11,2012-6/11,13,False,,3,2012-6/11,"SPR-9491: Removed  ""Accept"" header from response for HTTP status 415."
5,2012-6/12,2012-6/12,3,False,,2,2012-6/12,Javadoc patch for RequestMapping (SPR-9483)
9,2012-6/14,2012-6/14,1,False,,2,2012-6/14,Fix HTTP MediaType header parsing with single-quoted parameters
45,2012-9/14,2012-6/14,2,True,2012-9/14,3,2012-6/14,SPR-9498: relax logic detecting successful property editor after conversion exception
1,2012-6/14,2012-6/14,0,True,2012-6/14,2,2012-6/14,Add splitIndex Javadoc option to the root project
128,2013-1/14,2012-6/14,6,False,,2,2012-6/14,SPR-5387 - If waitForTasksToCompleteOnShutdown is true then wait a confi...
331,2012-6/19,2012-6/19,35,False,,1,2012-6/19,Infer return type of parametrized factory methods
6899,2013-1/19,2012-6/19,36025,False,,8,2012-6/19,Include eclipse source formatter
101,2012-10/21,2012-6/21,2,False,,2,2012-6/21,SPR-4675: add explicit test for null return from aop advice
2,2012-7/21,2012-6/21,1,False,,3,2012-6/21,SPR-9528 Use BufferedInputStream in SimpleMetadataReader to increase performance
5,2012-7/22,2012-6/22,0,False,,2,2012-6/22,Improve performance of streaming rest requests
266,2014-5/25,2012-6/25,0,False,,3,2012-6/25,SPR-9541: Provide PersistenceExceptionTranslator for EclipseLink exceptions
113,2012-7/4,2012-7/4,14,False,,3,2012-7/4,SPR-9287 Add properties to control exception handling
2,2012-7/10,2012-7/10,1,False,,2,2012-7/10,Include **/*.aj files in *-sources.jar files
0,2012-7/11,2012-7/11,0,True,2012-7/11,2,2012-7/11,[SPR-9375] - Resolution
111,2017-6/11,2012-7/11,3,False,,2,2012-7/11,[SPR-9375] - Supporting reading annotations from the class of the object.
156,2019-5/12,2012-7/12,10,False,,6,2012-7/12,Implementation for https://jira.springsource.org/browse/SPR-9585
25,2012-7/13,2012-7/13,6,False,,3,2012-7/13,Fix minor issue in MockHttpServletRequest
0,2012-7/25,2012-7/25,0,True,2012-7/25,2,2012-7/25,Fix for SPR-9630
31,2014-4/25,2012-7/25,1,False,,3,2012-7/25,Avoid side effect for cached Dependency Descriptor
72,2012-7/28,2012-7/28,143,True,2012-7/28,1,2012-7/28,Introduce MockEnvironment in the spring-test module
17,2012-8/3,2012-8/3,3,False,,2,2012-8/3,Modify tokenizer to support methods on numbers.
15,2012-8/3,2012-8/3,2,False,,2,2012-8/3,Case insensitive null literals supported.
522,2012-10/6,2012-8/6,60,False,,3,2012-8/6,Supporting Float natively rather than converting it to Double for arithmetic operations
33,2012-8/7,2012-8/7,4,False,,3,2012-8/7,Support symbolic boolean operators for OR and AND
33,2012-8/7,2012-8/7,4,False,,3,2012-8/7,Support nested double quotes in expressions
53,2012-8/7,2012-8/7,1,False,,3,2012-8/7,Avoid NPE when registering MethodFilter
0,2012-8/9,2012-8/9,0,True,2012-8/9,2,2012-8/9,SPR-7123 - Adding spring-lang-groovy subproject
3,2014-4/10,2012-8/10,0,False,,3,2012-8/10,added Sybase ASE lock wait timeout error code 12205
208,2012-8/20,2012-8/20,10,False,,4,2012-8/20,Introduce strategy for BeanInfo creation
0,2012-8/20,2012-8/20,0,True,2012-8/20,1,2012-8/20,Support ApplicationContextInitializers in the TCF
892,2012-8/27,2012-8/27,158,False,,1,2012-8/27,Additional converters and static helper methods
892,2012-9/27,2012-8/27,158,False,,2,2012-8/27,Additional converters and static helper methods
965,2012-9/27,2012-8/27,192,False,,2,2012-8/27,Sort AspectJ annotated methods
101,2012-8/27,2012-8/27,69,True,2012-8/27,2,2012-8/27,GRAILS-4995 - Improve the handling of List and Map ctor args
92,2012-8/29,2012-8/29,2,False,,2,2012-8/29,SPR-9692: Change to match converter to interface before Enum in GenericConversionService
92,2012-10/29,2012-8/29,2,False,,3,2012-8/29,SPR-9692: Change to match converter to interface before Enum
315,2012-9/29,2012-8/29,11,False,,3,2012-8/29,Implementation of NumberHttpMessageConverter (SPR-9738)
561,2012-9/29,2012-8/29,0,False,,3,2012-8/29,Initial version of Jackson2ObjectMapperBeanFactory (SPR-9739)
15,2012-10/29,2012-8/29,2,False,,2,2012-8/29,SPR-7905 - Support wildcard style media types in JSON converters
358,2012-9/30,2012-8/30,98,False,,1,2012-8/30,Performace improvements for SPR-9670
796,2012-10/30,2012-8/30,376,False,,2,2012-8/30,Numerous updates to conversion service
718,2012-9/31,2012-8/31,24,False,,3,2012-8/31,Add MockFilterChain support Filter's and Servlet
141,2012-10/31,2012-8/31,128,False,,2,2012-8/31,Add generic to TypeDescriptor.getAnnotation()
433,2021-4/3,2012-9/3,10,False,,5,2012-9/3,Proposed fix for SPR-8097
133,2012-10/7,2012-9/7,80,False,,2,2012-9/7,SpEL support for methods and properties on class
82,2012-9/7,2012-9/7,19,False,,2,2012-9/7,Support inferred base package for @ComponentScan
273,2016-7/7,2012-9/7,4,False,,2,2012-9/7,SPR-9275 Cache Abstraction Exception Handling
114,2012-9/7,2012-9/7,20,False,,2,2012-9/7,Fix Windows related build issues
148,2012-10/7,2012-9/7,0,False,,2,2012-9/7,Tests for DelegatingDataSource Wrappers
46,2012-10/9,2012-9/9,29,False,,2,2012-9/9,Fix non-deterministic build failures under JDK 7
120,2019-3/10,2012-9/10,0,False,,5,2012-9/10,Add JUnit Assumptions to core test sources
2058,2012-9/11,2012-9/11,5,False,,2,2012-9/11,Working around String.substring(…) issue introduced in Java7u6
326,2013-1/11,2012-9/11,73,False,,1,2012-9/11,Use factories to create property editors
1,2012-10/13,2012-9/13,0,False,,2,2012-9/13,Minor fix for javadoc of EnableAsync
1741,2012-11/14,2012-9/14,36,True,2012-11/14,2,2012-9/14,Develop ConcurrentReferenceHashMap
14,2012-9/14,2012-9/14,4,False,,2,2012-9/14,JibxMarshaller deletes comments
1300,2012-9/14,2012-9/14,895,False,,4,2012-9/14,Support opaque URIs in UriComponentsBuilder
69,2012-9/17,2012-9/17,19,False,,2,2012-9/17,Add support for dispatching all requests
44,2012-9/21,2012-9/21,21,False,,2,2012-9/21,Support for unknown RequestMethod values
0,2012-9/21,2012-9/21,199,True,2012-9/21,2,2012-9/21,Delete CopyOfRequestMappingHandlerMapping class
90,2012-9/23,2012-9/23,4,False,,1,2012-9/23,Use the body content of the element 'arg-type' as if the 'match' attribute is empty
107,2012-10/24,2012-9/24,6,False,,4,2012-9/24,Fixed replaced-method/arg-type to allow the body element to be used.
4,2012-10/28,2012-9/28,2,False,,1,2012-9/28,Chain exception cause on create failure
67,2012-10/28,2012-9/28,20,True,2012-10/28,1,2012-9/28,Maps no longer created unless copy is required
99,2012-10/28,2012-9/28,72,False,,2,2012-9/28,TypeDescriptor collection and map generics
854,2012-10/30,2012-9/30,125,False,,2,2012-9/30,Support DateTimeFormat annotation without Joda
14278,2012-10/4,2012-10/4,0,False,,2,2012-10/4,Spring test mvc
6,2012-10/5,2012-10/5,4,True,2012-10/5,2,2012-10/5,merge-dist.gradle disables artifactoryPublish
1474,2012-10/7,2012-10/7,601,True,2012-10/7,3,2012-10/7,Support loading WebApplicationContexts in the TCF
1362,2012-11/9,2012-10/9,247,True,2012-11/9,3,2012-10/9,Global DateTimeFormatters and support without Joda
50,2021-11/9,2012-10/9,30,False,,5,2012-10/9,SPR-9335: catch exceptions explicitly where possible
64,2012-10/10,2012-10/10,15,False,,2,2012-10/10,Allow SpEL reserved words in type package names
83,2014-4/11,2012-10/11,17,False,,3,2012-10/11,SPR-9874 Fix portlet annotation predicate compareTo
21,2012-10/11,2012-10/11,1,False,,3,2012-10/11,SPR-9876 Use forward for resource view rendering
51,2012-10/12,2012-10/12,54,False,,2,2012-10/12,Prevent memory leaks with @Configuration beans
103,2012-10/15,2012-10/15,15,False,,2,2012-10/15,Provide alternative message code resolver styles
89,2012-10/19,2012-10/19,3,False,,4,2012-10/19,Allow usage of injection annotations as meta-annotations.
698,2014-5/20,2012-10/20,0,False,,5,2012-10/20,SPR-9897: add Yaml*FactoryBeans for Map and Properties
1,2012-10/20,2012-10/20,1,False,,2,2012-10/20,SPR-9898 Fixed mvc-config-enable closing <beans/> tag.
512,2012-10/23,2012-10/23,30,False,,2,2012-10/23,Support @EnableMBeanExport with @Configuration
1840,2012-10/23,2012-10/23,371,False,,2,2012-10/23,Add SpEL support for increment/decrement operators
40,2012-10/25,2012-10/25,47,False,,2,2012-10/25,refactor ContextLoaderUtils class
13,2012-10/25,2012-10/25,1,False,,2,2012-10/25,Add a setter for wsdl document as Resource.
19,2012-11/26,2012-10/26,14,False,,2,2012-10/26,SPR-9912
117,2012-10/31,2012-10/31,46,False,,2,2012-10/31, Prevent duplicate @Import processing
1,2012-11/2,2012-11/2,1,False,,3,2012-11/2,fix-typo on gradlew.bat
117,2012-11/3,2012-11/3,0,False,,2,2012-11/3,Port import-into-eclipse.sh to windows import-into-eclipse.bat
2,2012-11/6,2012-11/6,6,False,,2,2012-11/6,Remove unsused imports in spring-aop project
6,2012-11/8,2012-11/8,3,False,,2,2012-11/8,Implement java.io.Closeable
118,2012-11/12,2012-11/12,0,False,,2,2012-11/12,ImportBeanDefinitionRegistars can now implement Aware interfaces.
31,2012-11/13,2012-11/13,2,False,,3,2012-11/13,aa
35,2012-11/21,2012-11/21,23,True,2012-11/21,3,2012-11/21,Make GRADLE-1116 workaround more generic
559,2012-11/21,2012-11/21,7972,False,,3,2012-11/21,web.Mock* classpath polishing
2,2012-11/21,2012-11/21,2,False,,3,2012-11/21,Support Gradle/maven with multi version artifacts
2697,2013-10/22,2012-11/22,56,False,,2,2012-11/22,Introduced TypeInformation abstraction to enable generic autowiring.
6,2012-11/25,2012-11/25,1,False,,3,2012-11/25,Fix MBeanServerFactoryBean tests failing on JDK 7
38,2012-11/26,2012-11/26,1,False,,2,2012-11/26,AnnotationAwareOrderComparator now exposes INSTANCE constant.
39,2012-11/26,2012-11/26,63,False,,2,2012-11/26,Remove reflection usage in orm.hibernate4.*
13,2012-11/27,2012-11/27,2,False,,2,2012-11/27,Fix spring-test-mvc Eclipse classpath
36,2012-11/28,2012-11/28,36,False,,2,2012-11/28,Rename MvcAsyncTask to WebAsyncTask
71,2012-11/28,2012-11/28,0,False,,1,2012-11/28,Add beforeConcurrentHandling support
1,2013-1/29,2012-11/29,1,False,,2,2012-11/29,Update spring-web/src/main/java/org/springframework/http/converter/Strin...
142,2012-11/29,2012-11/29,7,False,,2,2012-11/29,Add beforeConcurrentHandling support
1,2012-12/4,2012-12/4,1,False,,2,2012-12/4,Make spring-aspects depend on aspectjweaver instead of aspectjrt
16,2012-12/7,2012-12/7,28,False,,2,2012-12/7,Fix excludes from configrations in merge-artifacts.gradle and make jcl-over-slf4j excludes more concise
23,2012-12/10,2012-12/10,9,False,,3,2012-12/10,Make DeferredResult extensible
12,2014-4/10,2012-12/10,1,False,,3,2012-12/10,Add jdk6Test task
10228,2013-1/11,2012-12/11,36995,False,,13,2012-12/11,first support for meta-annotations for the integration tests
540,2013-1/12,2012-12/12,81,False,,3,2012-12/12,"JDK 6, JUnit Assumptions and Segregate Tests"
0,2012-12/12,2012-12/12,8,True,2012-12/12,3,2012-12/12,Rm buildSrc/src/main/groovy from Eclipse Sources
1,2012-12/14,2012-12/14,0,False,,2,2012-12/14,Fixed JavaDoc for MockRestServiceServer
109,2013-1/14,2012-12/14,2,False,,3,2012-12/14,Add support for OPTIONS request in the MVC test framework
1107,2012-12/27,2012-12/27,1091,False,,2,2012-12/27,SPR-10122 [SpEL] Problem with uppercase property names - setters
1,2012-12/28,2012-12/28,1,False,,2,2012-12/28,"Removed extra ""http:"""
118,2013-1/4,2013-1/4,65,False,,1,2013-1/4,Relax HttpServletBean environment requirements
32,2013-1/5,2013-1/5,6,False,,3,2013-1/5,Use parameter names during MBeanInfo assembly
1,2013-1/5,2013-1/5,0,False,,2,2013-1/5,Mark all IsFastEnough tests as performance tests
9,2013-1/5,2013-1/5,6,False,,3,2013-1/5,Cleaned up Javadoc in DispatcherServlet
141,2013-1/7,2013-1/7,2,True,2013-1/7,3,2013-1/7,Detect split packages at build time
93,2013-10/13,2013-1/13,12,False,,5,2013-1/13,ShallowEtagHeaderFilter can now handle the If-Match HTTP Header for cond...
2,2013-1/20,2013-1/20,1,False,,2,2013-1/20,Fixing an issue with Tiles 3 Integration
32,2013-1/22,2013-1/22,6,False,,3,2013-1/22,Use parameter names during MBeanInfo assembly
48,2013-1/23,2013-1/23,0,False,,2,2013-1/23,Consider primary attribute with getBean(Class)
744,2013-11/24,2013-1/24,34,False,,3,2013-1/24,SPR-7827 - first support for meta-annotations in integration test
387,2013-8/25,2013-1/25,109,False,,3,2013-1/25,Support 'unless' expression for cache veto
1,2013-1/25,2013-1/25,1,False,,2,2013-1/25,Fix typo in reference documentation
606,2015-5/25,2013-1/25,1,False,,4,2013-1/25,SPR-10217 Implement JUnit 4 Support using Rules
3,2013-2/26,2013-1/26,1,False,,2,2013-1/26,Fix for issue SPR-10219 / Tomcat Session Replication under Spring 3.2
1946,2014-4/28,2013-1/28,1,False,,5,2013-1/28,Generate the pom.xml as part of the build
1,2013-1/31,2013-1/31,0,False,,1,2013-1/31,nosummary
1,2013-1/31,2013-1/31,0,False,,2,2013-1/31,just test
24,2021-11/1,2013-2/1,6,False,,4,2013-2/1,SPR-10250 - BufferedImageHttpMessageConverter redefine content type of HttpOutputMessage
1,2013-2/6,2013-2/6,1,False,,2,2013-2/6,Update spring-webmvc/src/main/java/org/springframework/web/servlet/view/...
8,2013-2/10,2013-2/10,0,False,,2,2013-2/10,Update src/reference/docbook/mvc.xml to note that HttpPutContentFilter may clash with @RequestBody and HttpEntity
13,2013-2/12,2013-2/12,13,True,2013-2/12,2,2013-2/12,Fix a few typos
225,2013-7/13,2013-2/13,4,False,,3,2013-2/13,Add media types to possible handler method params
25,2014-4/13,2013-2/13,0,False,,3,2013-2/13,Instantiate a JdbcTemplate with a JDBC connection.
455,2013-2/13,2013-2/13,271,False,,6,2013-2/13,Add ServletContextPropertyUtils 
101,2013-3/14,2013-2/14,0,False,,1,2013-2/14,Initial version of PropertiesMessageSource (SPR-10291)
8,2013-2/14,2013-2/14,1,False,,2,2013-2/14,Make StandaloneMockMvcBuilder interface consistent
13,2013-2/20,2013-2/20,13,False,,2,2013-2/20,Typo fixes
50,2013-3/21,2013-2/21,1,False,,3,2013-2/21,Fix DefaultMockMvcBuilder fluent API generic type
40,2013-2/25,2013-2/25,2,False,,2,2013-2/25,SPR-10329 StringToEnumConvertFactory issue
1,2013-2/27,2013-2/27,1,False,,2,2013-2/27,Cosmetics: incorrect closing <web-app> tag
6,2013-3/28,2013-2/28,6,False,,2,2013-2/28,Typo fixes.
84,2013-10/28,2013-2/28,0,False,,2,2013-2/28,"[SPR-8509] Update for Spring OXM Reference, including changes introduced in CastorMarshaller"
25,2013-3/28,2013-2/28,13,False,,2,2013-2/28,Fix FreeMarker form checbox macro generated names
34,2013-3/1,2013-3/1,3,False,,2,2013-3/1,Do not use Servlet 3.0 API in doOptions()
650,2013-6/5,2013-3/5,32,False,,2,2013-3/5,Add ActiveProfileResolver and 'resolver' attribute to @ActiveProfiles (SPR-10338)
3908,2013-3/7,2013-3/7,540,True,2013-3/7,1,2013-3/7,Provide support for context hierarchies in the TCF
5,2013-3/7,2013-3/7,0,False,,2,2013-3/7,Fix scope of model attributes when including JSP
15,2013-3/8,2013-3/8,1,False,,3,2013-3/8,UriComponentsBuilder now parses empty fragment correctly.
3,2013-3/10,2013-3/10,2,True,2013-3/10,3,2013-3/10,Fix test for daylight savings glitch
21,2013-3/10,2013-3/10,2,False,,2,2013-3/10,Add additional test for daylight savings glitch
10,2013-3/13,2013-3/13,14,False,,2,2013-3/13,Compare Kind references before checking log levels
590,2013-3/13,2013-3/13,547,False,,1,2013-3/13,Document @Bean 'lite' mode vs @Configuration
31,2013-3/13,2013-3/13,3,False,,4,2013-3/13,Allow custom ServletRequestAttributes handling
2,2014-4/14,2013-3/14,2,False,,4,2013-3/14,Parse variant in locale string only if necessary
6,2013-5/14,2013-3/14,6,False,,3,2013-3/14,Eliminate JavaDoc generation warnings
13,2013-5/15,2013-3/15,13,False,,3,2013-3/15,Fix typo
7,2014-4/15,2013-3/15,3,False,,2,2013-3/15,SPR-9319 bufix 
1,2013-7/16,2013-3/16,1,False,,3,2013-3/16,Async Request Processing Callable Code Error 
2,2014-4/16,2013-3/16,2,False,,3,2013-3/16,Remove default for LifecycleGroup.lifecycleBeans
2,2013-5/17,2013-3/17,2,False,,3,2013-3/17,SPR-10389
13,2013-4/22,2013-3/22,8,False,,4,2013-3/22,fix for annotation processing for enum arrays and opening up for better re-use from tooling
31,2013-3/23,2013-3/23,2,False,,3,2013-3/23,new-spring
1,2013-10/24,2013-3/24,1,False,,2,2013-3/24,[SPR-10394] Typo in Code Example
380,2021-11/24,2013-3/24,34,False,,5,2013-3/24,[SPR-10412] Support generics in JmsTemplate
4,2014-4/28,2013-3/28,0,False,,2,2013-3/28,SPR-10422 Updated the methodReference
1,2014-4/31,2013-3/31,0,False,,2,2013-3/31,Added .idea bundle config path to ignore
1,2013-4/2,2013-4/2,0,False,,2,2013-4/2,Fix missing font for JasperReports tests on Linux
73,2013-4/8,2013-4/8,1,False,,1,2013-4/8,[SPR-7966] Improve failure mode when depends-on cycle exists
1,2013-4/8,2013-4/8,1,False,,1,2013-4/8,Typo in SimpleJdbcCall's javadocs
699,2013-4/13,2013-4/13,1,False,,1,2013-4/13,SPR-9897: add YAML properties support
106,2014-4/14,2013-4/14,1,False,,3,2013-4/14,Support specifying time zone for @Scheduled cron
0,2013-7/16,2013-4/16,0,False,,1,2013-4/16,asd
16,2021-4/22,2013-4/22,0,False,,8,2013-4/22,[SPR-9719] Improve TypeUtils.isAssignable recognize TypeVariable types
859,2019-2/22,2013-4/22,428,False,,4,2013-4/22,Add support for @Parameters in SpringJUnit4ClassRunner
2,2013-5/23,2013-4/23,2,False,,2,2013-4/23,SPR-10394 : Typo in Code Example
103,2013-10/27,2013-4/27,103,False,,2,2013-4/27,"[#SPR-8108] Replace all <pre> with <pre class=""code""> in JavaDoc"
447,2013-5/10,2013-5/10,7,False,,2,2013-5/10,Ensure Parent ConfigurationClass loaded on overrides
0,2013-8/11,2013-5/11,0,True,2013-8/11,4,2013-5/11,Added test case to show broken bean lookup with type prediction.
2,2013-8/14,2013-5/14,1,False,,2,2013-5/14,SPR-10554
178,2022-9/15,2013-5/15,2,False,,6,2013-5/15,Add method that execute batch update by named param
